step,time_s,inventory_mol,input_mol,residual_mol,inventory_rate_mol_s,input_rate_mol_s,balance_rate_mol_s,predicted_rate_mol_s,predicted_integral_mol,loop_inventory_mol,supplied_inventory,current_A,capacity_Ah
0.000000000000000000e+00,1.000000000000000000e+02,9.754383253983685905e-05,0.000000000000000000e+00,-1.164408738700550838e-14,-1.029726619693459290e-16,0.000000000000000000e+00,-1.029726619693459290e-16,-1.029722575878061970e-16,-1.202267507203496142e-14,9.754383253983691326e-05,1.355988416935482587e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.050000000000000000e+02,9.754383253927266734e-05,0.000000000000000000e+00,-1.220827909251265275e-14,-1.038921135819434019e-16,0.000000000000000000e+00,-1.038921135819434019e-16,-1.038918354113237491e-16,-1.253983530453278600e-14,9.754383253927265379e-05,1.355988417026008047e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+02,9.754383253870859761e-05,0.000000000000000000e+00,-1.277234882527539250e-14,-1.048117883919068419e-16,0.000000000000000000e+00,-1.048117883919068419e-16,-1.048114132348513592e-16,-1.306159342614822440e-14,9.754383253870850274e-05,1.355988417116534049e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.150000000000000000e+02,9.754383253814435169e-05,0.000000000000000000e+00,-1.333659474089116115e-14,-1.057313195933932607e-16,0.000000000000000000e+00,-1.057313195933932607e-16,-1.057309910583889410e-16,-1.358794943688132553e-14,9.754383253814433814e-05,1.355988417207058968e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+02,9.754383253758028196e-05,0.000000000000000000e+00,-1.390066447365390090e-14,-1.066507851088388671e-16,0.000000000000000000e+00,-1.066507851088388671e-16,-1.066505688819367287e-16,-1.411890333673213987e-14,9.754383253758025485e-05,1.355988417297585512e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.250000000000000000e+02,9.754383253701606315e-05,0.000000000000000000e+00,-1.446488328421535741e-14,-1.075705142540902258e-16,0.000000000000000000e+00,-1.075705142540902258e-16,-1.075701467054945497e-16,-1.465445512570071791e-14,9.754383253701621223e-05,1.355988417388112328e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.300000000000000000e+02,9.754383253645195276e-05,0.000000000000000000e+00,-1.502899367455956536e-14,-1.084900063848810278e-16,0.000000000000000000e+00,-1.084900063848810278e-16,-1.084897245290624533e-16,-1.519460480378711014e-14,9.754383253645196631e-05,1.355988417478637246e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.350000000000000000e+02,9.754383253588780171e-05,0.000000000000000000e+00,-1.559314472248524153e-14,-1.094097843614185529e-16,0.000000000000000000e+00,-1.094097843614185529e-16,-1.094093023526404396e-16,-1.573935237099136704e-14,9.754383253588785592e-05,1.355988417569162707e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+02,9.754383253532362356e-05,0.000000000000000000e+00,-1.615732287546522983e-14,-1.103293179911875309e-16,0.000000000000000000e+00,-1.103293179911875309e-16,-1.103288801762285208e-16,-1.628869782731353911e-14,9.754383253532365066e-05,1.355988417659687625e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.450000000000000000e+02,9.754383253475945896e-05,0.000000000000000000e+00,-1.672148747591806206e-14,-1.112488734369627995e-16,0.000000000000000000e+00,-1.112488734369627995e-16,-1.112484579998265983e-16,-1.684264117275367683e-14,9.754383253475956738e-05,1.355988417750213899e-04,0.000000000000000000e+00,0.000000000000000000e+00
